Weather_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
339,Taltal,CL,-25.4,-70.48,55.87,75,49,3.8,scattered clouds
340,Wuhu,CN,31.34,118.38,71.6,100,90,4.47,heavy intensity rain
341,Vila Franca Do Campo,PT,37.72,-25.43,64.4,59,20,6.93,few clouds
342,Nhulunbuy,AU,-12.23,136.77,82.4,65,40,18.34,scattered clouds
343,Moose Factory,CA,51.26,-80.61,46.4,70,20,5.82,few clouds
344,Isilkul,RU,54.91,71.27,51.87,88,2,3.58,clear sky
345,Bongandanga,CD,1.5,21.05,69.4,98,100,2.68,overcast clouds
346,Grand Gaube,MU,-20.01,57.66,68.0,52,62,8.99,broken clouds
347,Shimoda,JP,34.67,138.95,75.2,83,75,10.29,broken clouds
348,Mangrol,IN,21.12,70.12,80.85,85,28,9.4,scattered clouds
349,Hami,CN,42.8,93.45,64.98,24,0,9.08,clear sky
350,Helsinki,FI,60.17,24.94,50.0,100,25,5.82,scattered clouds
351,Lasa,IT,46.62,10.7,59.0,80,77,1.45,broken clouds
352,Samarai,PG,-10.62,150.67,79.74,84,80,12.24,light rain
353,Vila Velha,BR,-20.33,-40.29,75.99,73,0,10.29,clear sky
354,Vostok,RU,46.49,135.88,62.76,43,87,1.52,overcast clouds
355,Areosa,PT,41.72,-8.86,68.0,88,75,8.05,broken clouds
356,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,60.57,43,100,7.09,overcast clouds
357,Morant Bay,JM,17.88,-76.41,86.0,74,20,12.75,few clouds
358,Deputatskiy,RU,69.3,139.9,42.51,70,1,5.44,clear sky
359,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,74.88,84,99,11.92,overcast clouds
360,Stillwater,US,36.12,-97.06,77.0,61,1,5.82,clear sky
361,Krasnyy Oktyabr,RU,56.12,38.88,46.49,96,1,6.98,clear sky
362,Talavera,PH,15.62,120.93,78.8,88,90,4.7,heavy intensity rain
363,Portobelo,PA,9.55,-79.65,82.0,94,75,2.24,broken clouds
364,Svetlogorsk,BY,52.63,29.73,55.02,97,4,5.97,clear sky
365,Swift Current,CA,50.28,-107.8,59.0,47,1,9.17,clear sky
366,Mbour,SN,14.42,-16.96,78.8,88,20,2.24,few clouds
367,Haines Junction,CA,60.75,-137.51,54.0,40,0,1.43,clear sky
368,Galle,LK,6.04,80.22,79.54,86,100,11.14,overcast clouds
369,Iracoubo,GF,5.48,-53.2,79.86,81,0,6.49,clear sky
370,Touros,BR,-5.2,-35.46,73.4,88,40,3.36,scattered clouds
371,Kiama,AU,-34.68,150.87,70.0,79,40,13.0,scattered clouds
372,Vestmannaeyjar,IS,63.44,-20.27,48.06,79,3,8.28,clear sky
373,Davila,PH,18.47,120.58,82.4,83,75,2.24,broken clouds
374,Sitka,US,57.05,-135.33,62.6,48,1,6.93,clear sky
375,Salalah,OM,17.02,54.09,78.8,83,75,5.82,broken clouds
376,Tokur,RU,53.13,132.9,55.81,92,100,2.8,light rain
377,Muravlenko,RU,63.79,74.52,47.48,95,97,10.98,overcast clouds
378,Batagay-Alyta,RU,67.8,130.41,39.78,90,100,10.78,overcast clouds
379,Zheleznodorozhnyy,RU,55.75,38.0,52.0,100,0,6.71,clear sky
380,Saldanha,ZA,-33.01,17.94,46.4,81,0,4.7,clear sky
381,Henties Bay,NA,-22.12,14.28,51.01,84,0,8.97,clear sky
382,Dali,CN,25.7,100.18,63.88,85,71,3.89,broken clouds
383,Ximei,CN,24.96,118.38,82.4,74,75,2.24,broken clouds
384,Berlevag,NO,70.86,29.09,46.78,86,100,10.87,heavy intensity rain
385,Keti Bandar,PK,24.14,67.45,84.76,79,99,5.75,light rain
386,Bjornevatn,NO,69.67,29.98,46.4,81,75,11.41,broken clouds
387,Bontang,ID,0.13,117.5,80.89,77,100,11.12,light rain
388,Nong Phai,TH,15.99,101.06,80.74,83,13,2.26,few clouds
389,Graham,US,47.05,-122.29,72.0,68,1,5.93,haze
390,Kavaratti,IN,10.57,72.64,81.34,80,99,20.69,overcast clouds
391,Krasnoselkup,RU,65.7,82.47,48.34,94,93,9.95,overcast clouds
392,Margate,GB,51.38,1.39,66.99,73,0,5.3,clear sky
393,Byron Bay,AU,-28.65,153.62,72.0,73,75,10.29,broken clouds
394,Kahului,US,20.89,-156.47,87.8,55,40,24.16,scattered clouds
395,Uvira,CD,-3.41,29.15,76.59,50,0,1.77,clear sky
396,Amapa,BR,1.0,-52.0,72.88,97,79,3.31,broken clouds
397,Valparaiso,CL,-33.04,-71.63,51.8,93,0,5.82,clear sky
398,Langfang,CN,39.51,116.69,68.0,99,100,6.98,heavy intensity rain
399,Half Moon Bay,US,37.46,-122.43,73.4,72,1,12.75,haze
400,Olafsvik,IS,64.89,-23.71,47.82,75,38,7.56,scattered clouds
401,Waddan,LY,29.16,16.14,74.93,52,0,4.7,clear sky
402,Salamiyah,SY,35.01,37.05,66.18,70,0,3.87,clear sky
403,Portland,US,45.52,-122.68,73.4,53,90,2.06,smoke
404,Limbang,MY,4.75,115.0,78.8,88,75,2.24,light rain
405,Santa Maria,BR,-29.68,-53.81,51.8,81,41,4.7,scattered clouds
406,Namatanai,PG,-3.67,152.43,84.02,74,60,9.8,light rain
407,Rio Gallegos,AR,-51.62,-69.22,42.8,52,21,26.4,few clouds
408,Horsham,GB,51.06,-0.33,62.01,87,0,4.7,clear sky
409,Kizema,RU,61.11,44.83,43.45,96,40,6.76,scattered clouds
410,Mehamn,NO,71.04,27.85,46.22,87,98,10.83,light rain
411,Sola,VU,-13.88,167.55,86.0,66,75,5.82,broken clouds
412,Saryozek,KZ,44.36,77.98,59.72,47,100,0.36,light rain
413,Darnah,LY,32.77,22.64,74.32,79,0,7.16,clear sky
414,Miri,MY,4.41,114.01,77.0,88,20,4.7,light rain
415,Babusnica,RS,43.06,22.41,59.0,77,59,2.24,broken clouds
416,Kon Tum,VN,14.35,108.0,73.53,89,96,1.39,overcast clouds
417,Iqaluit,CA,63.75,-68.51,39.2,60,75,5.82,broken clouds
418,Boromo,BF,11.75,-2.93,76.32,87,90,2.64,overcast clouds
419,Kulunda,RU,52.57,78.94,55.63,47,19,5.01,few clouds
420,Itarema,BR,-2.92,-39.92,77.67,78,97,17.69,overcast clouds
421,Lang Son,VN,21.83,106.73,80.11,81,99,1.05,overcast clouds
422,Mugur-Aksy,RU,50.35,90.5,42.6,59,40,2.95,scattered clouds
423,Nome,US,64.5,-165.41,51.01,93,90,16.11,moderate rain
424,Husavik,IS,66.04,-17.34,37.4,93,0,2.24,clear sky
425,Minab,IR,27.15,57.08,77.0,50,0,2.24,clear sky
426,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,73.02,97,100,1.07,overcast clouds
427,Chitungwiza,ZW,-18.01,31.08,58.48,58,0,4.54,clear sky
428,Gariaband,IN,20.64,82.06,76.35,89,47,2.26,scattered clouds
429,Cidreira,BR,-30.18,-50.21,52.2,62,100,5.99,overcast clouds
430,Corralillo,CU,22.98,-80.59,79.68,86,95,6.11,heavy intensity rain
431,Kati,ML,12.74,-8.07,78.8,94,20,4.7,few clouds
432,Turgenevo,RU,54.85,46.33,46.2,90,0,11.05,clear sky
433,Umm Lajj,SA,25.02,37.27,87.78,46,0,11.1,clear sky
434,Paragominas,BR,-2.97,-47.48,77.85,51,78,3.83,broken clouds
435,Sambava,MG,-14.27,50.17,67.73,83,0,12.93,clear sky
436,Quatre Cocos,MU,-20.21,57.76,68.0,68,75,14.99,broken clouds
437,Veszprem,HU,47.09,17.91,70.0,66,0,3.0,clear sky
438,Shingu,JP,33.73,135.98,75.2,64,75,2.24,broken clouds
439,Denpasar,ID,-8.65,115.22,82.4,74,20,4.7,few clouds
440,Werneck,DE,49.98,10.1,57.99,87,81,3.09,broken clouds
441,Saint-Francois,FR,46.42,3.91,66.2,68,0,2.24,clear sky
442,Constitucion,CL,-35.33,-72.42,53.56,80,0,3.83,clear sky
443,Bagdarin,RU,54.43,113.6,46.11,77,0,1.79,clear sky
444,Saint-Pierre,RE,-21.34,55.48,60.8,59,20,8.05,few clouds
445,Bonavista,CA,48.65,-53.11,60.01,88,67,19.6,broken clouds
446,Mackenzie,CA,55.3,-123.17,50.0,57,1,5.82,clear sky
447,Chapais,CA,49.78,-74.85,42.8,81,40,10.29,scattered clouds
448,Malakal,SS,9.53,31.66,70.54,96,47,2.59,scattered clouds
449,Korla,CN,41.76,86.15,60.01,88,100,4.21,overcast clouds
450,Pau Brasil,BR,-15.46,-39.65,65.46,95,0,1.99,clear sky
451,Otane,NZ,-39.88,176.63,57.99,65,0,17.0,clear sky
452,Chebsara,RU,59.2,38.84,42.94,93,0,7.99,clear sky
453,Muhos,FI,64.81,25.99,48.2,81,0,9.17,clear sky
454,Tougue,GN,11.47,-11.6,68.59,93,97,0.78,overcast clouds
455,San Ramon,US,37.78,-121.98,84.0,32,90,11.41,haze
456,Vanimo,PG,-2.67,141.3,86.81,60,100,7.65,light rain
457,Broome,US,42.25,-75.83,52.0,61,1,8.05,clear sky
458,Veraval,IN,20.9,70.37,81.03,84,66,7.94,broken clouds
459,Victoria,HK,22.29,114.16,84.0,94,100,8.99,moderate rain
460,Maoming,CN,21.65,110.9,81.39,83,100,7.4,overcast clouds
461,Lanzhou,CN,36.06,103.79,48.2,93,23,4.47,few clouds
462,Ryotsu,JP,38.08,138.43,75.2,64,58,4.7,broken clouds
463,Yumen,CN,40.28,97.2,56.35,31,0,5.95,clear sky
464,Barra,BR,-11.09,-43.14,76.82,58,74,13.76,broken clouds
465,Bucerias,MX,20.75,-105.33,87.01,74,90,5.82,overcast clouds
466,Sao Joao Da Barra,BR,-21.64,-41.05,72.59,79,0,19.22,clear sky
467,Demirci,TR,39.05,28.66,65.62,73,50,6.49,scattered clouds
468,Ushtobe,KZ,45.25,77.98,69.04,31,100,11.59,overcast clouds
469,Dalarik,AM,40.23,43.88,68.0,45,0,4.7,clear sky
470,Adra,ES,36.75,-3.02,77.0,69,0,5.82,clear sky
471,Boguchany,RU,58.38,97.45,49.41,85,2,2.73,clear sky
472,Les Escoumins,CA,48.11,-69.02,44.53,70,63,13.51,broken clouds
473,Shenjiamen,CN,29.96,122.3,72.91,91,100,7.85,moderate rain
474,Bathsheba,BB,13.22,-59.52,82.4,78,40,11.41,scattered clouds
475,Flinders,AU,-34.58,150.86,70.0,72,35,7.0,scattered clouds
476,Grimstad,NO,58.34,8.59,55.99,100,95,3.36,overcast clouds
477,Palkino,RU,57.54,28.01,59.0,87,99,8.95,overcast clouds
478,Sampit,ID,-2.53,112.95,81.77,67,19,3.83,few clouds
479,Ormara,PK,25.21,64.64,83.7,72,94,6.55,overcast clouds
480,Miles City,US,46.41,-105.84,84.2,28,1,3.36,clear sky
481,Roswell,US,34.02,-84.36,80.6,78,40,10.56,scattered clouds
482,Kita,ML,13.03,-9.49,74.44,91,0,3.04,clear sky
483,Carballo,ES,43.21,-8.69,66.2,72,18,5.82,few clouds
484,Pemangkat,ID,1.17,108.97,78.53,83,100,5.86,overcast clouds
485,Zykovo,RU,55.95,93.15,39.2,93,0,2.62,fog
486,Xai-Xai,MZ,-25.05,33.64,68.11,76,0,3.62,clear sky
487,Baisha,CN,26.52,110.93,75.06,81,100,0.98,overcast clouds
488,Abadan,IR,30.34,48.3,82.4,78,0,4.7,clear sky
489,Biltine,TD,14.53,20.92,80.1,71,0,7.31,clear sky
490,Gubskaya,RU,44.32,40.64,58.73,78,0,2.71,clear sky
491,Natalio,PY,-26.72,-55.08,60.46,69,99,3.67,overcast clouds
492,Kattivakkam,IN,13.22,80.32,78.8,88,75,3.36,moderate rain
493,Buedu,SL,8.28,-10.37,69.3,98,31,1.43,scattered clouds
494,Hamilton,US,39.18,-84.53,70.0,72,1,5.82,clear sky
495,Nichinan,JP,31.6,131.37,77.0,83,75,2.24,light rain
496,Lagoa,PT,39.05,-27.98,66.07,66,0,17.0,clear sky
497,Dudinka,RU,69.41,86.18,50.0,93,100,11.18,overcast clouds
498,Tarakan,ID,3.3,117.63,78.85,86,100,10.22,moderate rain
499,Thohoyandou,ZA,-22.95,30.48,66.87,31,0,2.51,clear sky
500,Kaputa,ZM,-8.47,29.66,71.11,51,0,3.91,clear sky
501,Vulturesti,RO,47.52,26.45,63.0,72,0,8.05,clear sky
502,Kautokeino,NO,69.01,23.04,34.52,89,10,3.29,clear sky
503,Bubaque,GW,11.28,-15.83,80.64,88,100,7.54,light rain
504,Abilene,US,32.45,-99.73,77.0,44,1,9.17,clear sky
505,Tilichiki,RU,60.47,166.1,47.26,68,94,16.62,overcast clouds
506,Dengzhou,CN,37.81,120.75,73.56,70,92,8.88,light rain
507,Viedma,AR,-40.81,-63.0,59.0,28,0,8.01,clear sky
508,Buala,SB,-8.14,159.59,83.8,76,100,11.88,moderate rain
509,Aykhal,RU,66.0,111.5,46.4,65,24,4.47,few clouds
510,Stornoway,GB,58.21,-6.39,57.2,93,100,6.93,overcast clouds
511,Linjiang,CN,41.81,126.91,68.88,56,0,1.66,clear sky
512,Moranbah,AU,-22.0,148.05,77.97,36,0,21.09,clear sky
513,Oskarshamn,SE,57.26,16.45,60.01,93,7,5.82,clear sky
514,Duncan,US,34.5,-97.96,75.2,69,1,4.7,clear sky
515,Port Hardy,CA,50.7,-127.42,60.8,87,90,3.36,smoke
516,Kholtoson,RU,50.3,103.31,39.43,88,100,3.02,overcast clouds
517,Yerbogachen,RU,61.28,108.01,50.36,68,42,3.94,scattered clouds
518,Westport,US,41.14,-73.36,66.2,42,1,12.75,clear sky
519,Smithers,CA,54.78,-127.17,57.2,58,90,2.24,overcast clouds
520,Clyde River,CA,70.47,-68.59,33.8,86,1,4.7,clear sky
521,Nantucket,US,41.28,-70.1,60.8,82,1,6.93,clear sky
522,Ankara,TR,39.92,32.85,69.8,49,0,11.41,clear sky
523,Akyab,MM,20.15,92.9,82.69,83,89,7.67,light rain
524,Waynesboro,US,38.07,-78.89,66.2,72,1,5.82,clear sky
525,Russell,US,32.35,-85.2,84.2,65,1,3.36,clear sky
526,Moanda,GA,-1.56,13.22,70.47,94,100,2.84,overcast clouds
527,Huangmei,CN,30.19,116.03,67.91,94,100,2.19,moderate rain
528,Dauphin,CA,51.15,-100.05,55.4,62,90,10.29,overcast clouds
529,Zhezkazgan,KZ,47.8,67.71,58.57,51,100,8.57,overcast clouds
530,Rio Grande,BR,-32.03,-52.1,51.01,75,87,3.0,overcast clouds
531,Sangar,RU,63.92,127.47,46.83,79,62,13.98,broken clouds
532,Teguise,ES,29.06,-13.56,73.4,78,100,10.29,overcast clouds
533,Palmeirais,BR,-5.98,-43.06,79.16,36,0,4.32,clear sky
534,Solnechnyy,RU,50.72,136.63,66.07,67,100,6.08,overcast clouds
535,Vardo,NO,70.37,31.11,47.55,83,100,17.78,overcast clouds
536,Purpe,RU,64.48,76.69,48.0,92,92,12.28,overcast clouds
537,Dvinskoy,RU,62.15,45.12,43.65,95,95,7.43,overcast clouds
538,Dunedin,NZ,-45.87,170.5,46.99,68,100,13.0,overcast clouds
539,Montorio Al Vomano,IT,42.58,13.64,66.99,30,65,5.99,broken clouds
540,Texistepec,MX,17.88,-94.78,86.0,70,40,9.17,scattered clouds
541,Hit,IQ,33.64,42.83,86.54,27,0,10.33,clear sky
542,Puerto Penasco,MX,31.32,-113.53,89.01,54,0,1.99,clear sky
543,Lewiston,US,44.1,-70.21,53.6,54,1,5.82,clear sky
544,Yulara,AU,-25.24,130.99,71.6,35,0,18.34,clear sky
545,Mikhaylovka,RU,50.06,43.24,56.64,64,88,7.54,overcast clouds
546,Mogok,MM,22.92,96.5,68.05,100,100,2.48,overcast clouds
547,Camabatela,AO,-8.19,15.38,62.96,93,62,5.23,broken clouds
548,Spolaita,GR,38.7,21.35,75.2,47,0,3.36,clear sky
549,Abnub,EG,27.27,31.15,77.0,44,0,8.05,clear sky
550,Avera,US,33.19,-82.53,79.0,88,40,3.36,scattered clouds
551,Laguna,US,38.42,-121.42,88.0,30,90,3.36,haze
552,Rosetta,EG,31.4,30.42,77.0,73,0,4.7,clear sky
553,Soyo,AO,-6.13,12.37,73.83,80,0,8.5,clear sky
554,College,US,64.86,-147.8,53.6,58,90,3.36,light rain
555,Bandarbeyla,SO,9.49,50.81,79.32,72,0,23.2,clear sky
556,Beyneu,KZ,45.32,55.2,59.59,69,0,10.4,clear sky
557,Brownsville,US,25.9,-97.5,80.6,94,20,5.82,few clouds
558,Burnie,AU,-41.07,145.92,55.0,59,97,8.01,overcast clouds
559,Yelan,RU,50.95,43.74,52.9,85,40,8.08,scattered clouds
560,Ossora,RU,59.24,163.07,51.37,61,98,13.98,overcast clouds
561,Rassvet,RU,46.83,40.75,57.49,54,0,6.64,clear sky
562,Ubinskoye,RU,55.31,79.68,46.8,88,0,5.59,clear sky
563,Arauco,CL,-37.25,-73.32,57.2,71,0,11.41,clear sky
564,At-Bashi,KG,41.17,75.81,48.51,61,85,1.34,overcast clouds
565,Isangel,VU,-19.55,169.27,75.2,78,75,13.87,broken clouds
566,Lundazi,ZM,-12.29,33.18,67.23,54,0,6.49,clear sky
567,Champerico,GT,14.3,-91.92,73.4,94,90,4.7,overcast clouds
568,South Bend,US,41.68,-86.25,62.01,90,0,5.99,clear sky
569,Muli,MV,2.92,73.57,82.33,75,98,8.01,moderate rain
570,Makokou,GA,0.57,12.86,69.22,93,100,3.22,overcast clouds
571,Poltavka,RU,54.37,71.76,54.55,75,23,3.83,few clouds
572,Wuwei,CN,37.93,102.64,60.01,33,0,2.77,clear sky
573,Iquique,CL,-20.22,-70.14,60.8,77,90,5.82,overcast clouds
574,Alice Springs,AU,-23.7,133.88,75.2,31,0,10.29,clear sky
575,Dublin,US,37.7,-121.94,82.99,32,90,11.41,haze
576,Grand-Santi,GF,4.25,-54.38,74.05,94,84,1.86,broken clouds
577,Meru,KE,0.05,37.66,58.24,81,7,3.51,clear sky
578,Miramar,US,25.99,-80.23,84.2,79,1,6.93,clear sky
579,Havelock,US,34.88,-76.9,75.99,88,75,11.41,broken clouds
580,Ahome,MX,25.92,-109.18,89.6,52,5,14.99,clear sky
581,Monte Gordo,PT,37.18,-7.45,69.8,77,0,6.93,clear sky
582,Itamaraju,BR,-17.04,-39.53,66.29,95,0,1.59,clear sky
583,Erenhot,CN,43.65,111.98,60.42,31,0,13.96,clear sky
584,Yashan,CN,22.2,109.94,82.09,80,65,2.59,broken clouds
585,Manakara,MG,-22.13,48.02,67.12,85,100,6.96,light rain
586,Cerro Largo,BR,-28.15,-54.74,53.01,76,100,8.05,overcast clouds
587,La Ronge,CA,55.1,-105.28,48.2,81,90,8.05,overcast clouds
588,Riyadh,SA,24.69,46.72,84.2,21,0,3.36,clear sky
589,Takoradi,GH,4.88,-1.76,74.82,92,56,5.66,broken clouds
590,Jalu,LY,29.03,21.55,82.9,35,0,9.1,clear sky
591,Lazuri,RO,47.85,22.87,55.4,100,0,4.65,clear sky
592,Malanje,AO,-9.54,16.34,66.42,85,6,7.54,clear sky
593,Manokwari,ID,-0.87,134.08,84.04,65,100,1.63,overcast clouds
594,Virginia Beach,US,36.85,-75.98,73.99,64,75,8.05,broken clouds
595,Torrevieja,ES,37.98,-0.68,75.99,85,1,5.99,clear sky
596,Flin Flon,CA,54.77,-101.86,44.04,92,100,3.47,overcast clouds
597,Channel-Port Aux Basques,CA,47.57,-59.14,55.36,65,70,18.92,broken clouds
598,Parkes,AU,-33.13,148.18,64.78,60,0,3.6,clear sky
599,Gayny,RU,60.31,54.32,46.76,96,100,6.11,light rain
600,Nenagh,IE,52.86,-8.2,61.0,87,40,6.93,scattered clouds
601,Gagra,GE,43.33,40.22,73.4,88,75,4.47,broken clouds
602,Superior,US,46.72,-92.1,55.99,93,90,8.05,overcast clouds
603,Taoudenni,ML,22.68,-3.98,100.92,10,9,7.09,clear sky
604,Villarrica,PY,-25.75,-56.43,58.96,84,100,5.08,overcast clouds
605,Ixtapa,MX,20.7,-105.2,87.01,74,90,5.82,overcast clouds
606,Camacha,PT,33.08,-16.33,69.8,77,20,1.61,few clouds
607,Auki,SB,-8.77,160.7,77.09,93,100,8.21,light rain
608,San Jose,US,37.34,-121.89,75.99,53,90,9.17,smoke
609,Rawson,AR,-43.3,-65.1,63.55,40,96,14.03,overcast clouds
610,Todos Santos,MX,23.45,-110.22,84.99,77,83,1.99,broken clouds
611,Lumut,MY,4.23,100.63,73.4,94,40,3.36,scattered clouds
612,Alta Floresta,BR,-9.88,-56.09,78.03,26,0,4.05,clear sky
613,Abha,SA,18.22,42.51,66.2,55,1,1.99,clear sky
614,Saint-Georges,GD,12.06,-61.75,80.6,88,20,8.05,few clouds
615,Haicheng,CN,40.85,122.75,69.84,68,10,3.67,clear sky
616,Tynda,RU,55.17,124.72,57.79,83,75,1.45,light rain
617,Sarakhs,IR,36.54,61.16,60.8,41,0,2.24,clear sky
618,Kieta,PG,-6.22,155.63,87.28,57,43,5.95,scattered clouds
619,Muzaffargarh,PK,30.08,71.19,86.0,70,40,9.17,smoke
620,Vilhena,BR,-12.74,-60.15,76.87,22,0,3.33,clear sky
621,Moron,AR,-34.65,-58.62,57.0,47,0,2.24,clear sky
622,Oktyabrskiy,RU,54.48,53.47,46.71,89,100,10.47,overcast clouds
623,Sergeyevka,KZ,53.88,67.42,51.49,82,100,7.18,overcast clouds
624,Alyangula,AU,-13.85,136.42,86.0,51,40,16.11,scattered clouds
625,Belaya Gora,RU,68.53,146.42,51.96,57,1,9.42,clear sky
626,Progreso,MX,21.28,-89.67,75.99,94,75,5.82,broken clouds
627,Paraisopolis,BR,-22.55,-45.78,75.2,57,99,9.17,overcast clouds
628,Ostrovnoy,RU,68.05,39.51,48.43,85,100,12.26,light rain
629,Nago,JP,26.59,127.98,84.2,74,75,4.7,broken clouds
630,Kyra,RU,49.58,111.98,46.51,71,100,4.18,overcast clouds
631,Kyaikkami,MM,16.08,97.57,80.47,84,27,5.86,scattered clouds
632,Aksarka,RU,66.56,67.8,49.62,92,100,16.73,light rain
633,Talcahuano,CL,-36.72,-73.12,57.2,71,0,11.41,clear sky
634,Sudogda,RU,55.95,40.86,45.93,95,0,6.29,clear sky
635,Corrales,US,35.24,-106.61,80.01,20,1,8.05,clear sky
636,Tongliao,CN,43.61,122.27,65.05,76,100,5.14,light rain
637,Bahia Blanca,AR,-38.72,-62.27,55.2,38,0,16.35,clear sky
638,Nyurba,RU,63.28,118.33,52.34,60,0,3.38,clear sky
639,Harindanga,IN,22.04,88.32,84.2,94,40,4.61,haze
640,San Cristobal,VE,7.77,-72.22,86.0,51,75,20.8,broken clouds
641,Nesna,NO,66.2,13.02,45.0,94,90,12.75,overcast clouds
642,Toora-Khem,RU,52.47,96.11,41.59,76,0,1.9,clear sky
643,Urusha,RU,54.05,122.9,53.78,86,100,4.94,overcast clouds
644,Tongren,CN,27.72,109.19,66.47,92,100,1.34,moderate rain
645,Muros,ES,42.78,-9.06,66.99,88,65,8.01,broken clouds
646,Marquette,US,46.53,-87.63,54.0,76,0,4.0,clear sky
647,Bulawayo,ZW,-20.15,28.58,62.64,31,0,5.86,clear sky
648,Swadlincote,GB,52.77,-1.56,60.01,82,0,3.36,clear sky
649,Mount Isa,AU,-20.73,139.5,84.2,23,0,13.87,clear sky
650,Placerville,US,38.73,-120.8,84.99,26,1,3.36,clear sky
651,Tselinnoye,RU,53.08,85.67,48.6,73,82,4.16,broken clouds
652,Kapoeta,SS,4.77,33.59,73.27,71,0,1.41,clear sky
653,Mahibadhoo,MV,3.78,72.97,82.33,76,100,7.78,overcast clouds
654,Santa Isabel,BR,-23.32,-46.22,69.8,82,75,10.29,broken clouds
655,Ambon,ID,-3.7,128.18,82.4,74,40,8.05,scattered clouds
656,Tarancon,ES,40.01,-3.01,75.0,47,92,12.64,overcast clouds
657,Porto Novo,BJ,6.5,2.6,76.19,87,100,7.49,overcast clouds
658,Terra Rica,BR,-22.71,-52.62,76.08,45,13,7.0,few clouds
659,Lamar,US,33.67,-95.58,80.6,69,75,6.93,broken clouds
660,Seydi,TM,39.48,62.91,59.22,33,0,2.3,clear sky
661,Korem,ET,12.51,39.52,55.44,78,28,2.15,scattered clouds
662,Plettenberg Bay,ZA,-34.05,23.37,50.23,76,92,6.73,overcast clouds
663,Lamu,KE,-2.27,40.9,77.0,83,40,8.05,scattered clouds
664,Launceston,AU,-41.45,147.17,57.2,62,40,20.8,scattered clouds
665,Ayagoz,KZ,47.97,80.44,55.99,39,100,2.68,overcast clouds
666,Nuuk,GL,64.18,-51.72,37.4,86,100,21.92,light snow
667,Terrace Bay,CA,48.78,-87.1,46.83,79,100,8.12,overcast clouds
668,Chivilcoy,AR,-34.9,-60.02,44.01,64,0,1.99,clear sky
669,Northam,GB,51.03,-4.22,62.01,83,100,1.99,overcast clouds
670,Dunmanway,IE,51.72,-9.12,60.01,100,75,4.7,fog
671,Atikokan,CA,48.76,-91.62,52.05,71,100,5.97,overcast clouds
672,Maamba,ZM,-17.37,27.15,67.42,42,0,1.43,clear sky
673,Bridlington,GB,54.08,-0.19,62.01,93,0,2.24,mist
674,Manica,FR,49.0,-1.17,64.4,72,0,3.36,clear sky
675,Palmer,US,42.16,-72.33,62.6,45,75,11.41,broken clouds
676,Udachnyy,RU,66.42,112.4,46.4,65,0,4.47,clear sky
677,Chone,EC,-0.68,-80.1,72.88,82,92,4.34,overcast clouds
678,Gaspe,CA,48.83,-64.48,51.8,57,5,6.93,clear sky
679,Pafos,CY,34.77,32.42,71.6,68,0,8.05,clear sky
680,Armidale,AU,-30.52,151.65,59.0,83,0,5.01,clear sky
681,Lamont,US,35.26,-118.91,91.4,29,1,13.87,haze
682,Gikongoro,RW,-2.46,29.57,61.81,65,0,3.6,clear sky
683,Tam Ky,VN,15.57,108.48,86.0,70,20,3.36,few clouds
684,Banda Aceh,ID,5.56,95.32,80.8,75,91,11.9,overcast clouds
